studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,FHB.incidence.....,FHB.severity.....,Grain.test.weight...lbs.bu,Grain.yield...bu.ac,Heading.time...Julian.date..JD..,Plant.height.inches
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240787,OH16-168-48,,plot,283391,CC_Urb_21-101,1,1,101,1,1,test,,,,,,133,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282818,MI18R0236,,plot,283440,CC_Urb_21-102,1,1,102,2,1,test,,,,,,133,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96756,IL16-23972,IL16-23972,plot,283419,CC_Urb_21-103,1,1,103,3,1,test,,,,,,133,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280823,KWS361,,plot,283458,CC_Urb_21-104,1,1,104,4,1,test,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281193,TWR 09014,,plot,283625,CC_Urb_21-105,1,1,105,5,1,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96756,IL16-23972,IL16-23972,plot,283494,CC_Urb_21-106,1,1,106,6,1,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283366,P2137,,plot,283409,CC_Urb_21-107,1,1,107,7,1,test,,,,,,138,46.00002484
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283352,P2123,,plot,283505,CC_Urb_21-108,1,1,108,8,1,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282729,X12-3014-46-8-5,,plot,283420,CC_Urb_21-109,1,1,109,9,1,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84968,IL07-19334,IL07-19334,plot,283561,CC_Urb_21-110,1,1,110,10,1,test,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280854,OH17-124-70,,plot,283640,CC_Urb_21-111,1,1,111,10,2,test,,,,,,136,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280855,OH17-171-57,,plot,283566,CC_Urb_21-112,1,1,112,9,2,test,,,,,,134,42.00002268
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282724,MI18W1044,,plot,283429,CC_Urb_21-113,1,1,113,8,2,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96752,IL16-23941,IL16-23941,plot,283547,CC_Urb_21-114,1,1,114,7,2,test,,,,,,130,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281857,20PU-0007,,plot,283624,CC_Urb_21-115,1,1,115,6,2,test,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84723,MO080104,,plot,283383,CC_Urb_21-116,1,1,116,5,2,test,,,,,,136,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283346,P2116,,plot,283434,CC_Urb_21-117,1,1,117,4,2,test,,,,,,138,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280867,X12-3114-65-7-1,,plot,283555,CC_Urb_21-118,1,1,118,3,2,test,,,,,,136,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100989,US16-IL-061-132,,plot,283514,CC_Urb_21-119,1,1,119,2,2,test,,,,,,130,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280853,OH16-184-77,,plot,283549,CC_Urb_21-120,1,1,120,1,2,test,,,,,,137,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281183,AR11051-15-3,,plot,283600,CC_Urb_21-121,1,1,121,1,3,test,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281190,MI18R1605,,plot,283533,CC_Urb_21-122,1,1,122,2,3,test,,,,,,134,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283359,P2130,,plot,283563,CC_Urb_21-123,1,1,123,3,3,test,,,,,,136,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282725,P2105,,plot,283518,CC_Urb_21-124,1,1,124,4,3,test,,,,,,140,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280858,OH17-93-33,,plot,283540,CC_Urb_21-125,1,1,125,5,3,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",85178,Hilliard,,plot,283388,CC_Urb_21-126,1,1,126,6,3,test,,,,,,136,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281181,20-UMD-18,,plot,283517,CC_Urb_21-127,1,1,127,7,3,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",98931,KY07C-1145-94-12-5,,plot,283519,CC_Urb_21-128,1,1,128,8,3,test,,,,,,135,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281182,20-UMD-20,,plot,283536,CC_Urb_21-129,1,1,129,9,3,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283362,P2133,,plot,283525,CC_Urb_21-130,1,1,130,10,3,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282815,20PU-0053,,plot,283462,CC_Urb_21-131,1,1,131,10,4,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280814,DH15SRW65-53,,plot,283443,CC_Urb_21-132,1,1,132,9,4,test,,,,,,136,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280818,KWS341,,plot,283656,CC_Urb_21-133,1,1,133,8,4,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282819,MI18R1322,,plot,283534,CC_Urb_21-134,1,1,134,7,4,test,,,,,,134,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281186,ARS16W0574,,plot,283601,CC_Urb_21-135,1,1,135,6,4,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283351,P2122,,plot,283375,CC_Urb_21-136,1,1,136,5,4,test,,,,,,130,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96920,IL16-36752,,plot,283616,CC_Urb_21-137,1,1,137,4,4,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282723,MI18W0286,,plot,283586,CC_Urb_21-138,1,1,138,3,4,test,,,,,,135,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282824,X12-3048-52-17-5,,plot,283414,CC_Urb_21-139,1,1,139,2,4,test,,,,,,136,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281185,ARDH14002-22-0260N,,plot,283608,CC_Urb_21-140,1,1,140,1,4,test,,,,,,136,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280817,KWS340,,plot,283573,CC_Urb_21-141,1,1,141,1,5,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84968,IL07-19334,IL07-19334,plot,283550,CC_Urb_21-142,1,1,142,2,5,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280803,05251A1-1-136-9-9,,plot,283620,CC_Urb_21-143,1,1,143,3,5,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281191,NS16VW516463,,plot,283490,CC_Urb_21-144,1,1,144,4,5,test,,,,,,136,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283357,P2128,,plot,283513,CC_Urb_21-145,1,1,145,5,5,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281187,LES19-0387,,plot,283512,CC_Urb_21-146,1,1,146,6,5,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84789,Kaskaskia,,plot,283406,CC_Urb_21-147,1,1,147,7,5,check,,,,,,137,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283365,P2136,,plot,283491,CC_Urb_21-148,1,1,148,8,5,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",97095,IL17-17739,,plot,283667,CC_Urb_21-149,1,1,149,9,5,test,,,,,,137,42.00002268
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282721,MI18W0144,,plot,283468,CC_Urb_21-150,1,1,150,10,5,test,,,,,,136,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281184,ARDH13216-12,,plot,283670,CC_Urb_21-201,1,2,201,10,6,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281188,LES19-7191,,plot,283385,CC_Urb_21-202,1,2,202,9,6,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282726,P2106,,plot,283470,CC_Urb_21-203,1,2,203,8,6,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282821,MI18R1687,,plot,283460,CC_Urb_21-204,1,2,204,7,6,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283370,P2141,,plot,283592,CC_Urb_21-205,1,2,205,6,6,test,,,,,,138,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96907,IL16-36206,IL16-36206,plot,283669,CC_Urb_21-206,1,2,206,5,6,test,,,,,,132,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",98931,KY07C-1145-94-12-5,,plot,283500,CC_Urb_21-207,1,2,207,4,6,test,,,,,,136,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281180,20-UMD-133,,plot,283410,CC_Urb_21-208,1,2,208,3,6,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",99368,MI16R0898,,plot,283558,CC_Urb_21-209,1,2,209,2,6,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280853,OH16-184-77,,plot,283486,CC_Urb_21-210,1,2,210,1,6,test,,,,,,137,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281193,TWR 09014,,plot,283428,CC_Urb_21-211,1,2,211,1,7,test,,,,,,136,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240887,X11-0357-24-13-5,,plot,283628,CC_Urb_21-212,1,2,212,2,7,test,,,,,,139,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280817,KWS340,,plot,283657,CC_Urb_21-213,1,2,213,3,7,test,,,,,,136,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",98931,KY07C-1145-94-12-5,,plot,283455,CC_Urb_21-214,1,2,214,4,7,test,,,,,,135,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283369,P2140,,plot,283651,CC_Urb_21-215,1,2,215,5,7,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100220,OH15-131-31,,plot,283437,CC_Urb_21-216,1,2,216,6,7,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84655,IL15-4957,IL15-4957,plot,283655,CC_Urb_21-217,1,2,217,7,7,test,,,,,,133,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283358,P2129,,plot,283585,CC_Urb_21-218,1,2,218,8,7,test,,,,,,137,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281192,TWR 09009,,plot,283379,CC_Urb_21-219,1,2,219,9,7,test,,,,,,136,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283363,P2134,,plot,283459,CC_Urb_21-220,1,2,220,10,7,test,,,,,,137,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282825,X12-974-18-13-3,,plot,283485,CC_Urb_21-221,1,2,221,10,8,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283371,P2142,,plot,283373,CC_Urb_21-222,1,2,222,9,8,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280864,X12-3024-47-4-1,,plot,283559,CC_Urb_21-223,1,2,223,8,8,test,,,,,,137,34.00001836
