studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,FHB.incidence.....,FHB.severity.....,Grain.test.weight...lbs.bu,Grain.yield...bu.ac,Heading.time...Julian.date..JD..,Plant.height.inches
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",85074,Pio 25R46,Pioneer Brand 25R46,plot,283498,CC_Urb_21-224,1,2,224,7,8,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282729,X12-3014-46-8-5,,plot,283403,CC_Urb_21-225,1,2,225,6,8,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281189,MI18R0875,,plot,283374,CC_Urb_21-226,1,2,226,5,8,test,,,,,,133,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100842,US16-IL-061-029,,plot,283581,CC_Urb_21-227,1,2,227,4,8,test,,,,,,133,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",85178,Hilliard,,plot,283643,CC_Urb_21-228,1,2,228,3,8,test,,,,,,136,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283350,P2121,,plot,283523,CC_Urb_21-229,1,2,229,2,8,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240786,OH16-167-76,,plot,283426,CC_Urb_21-230,1,2,230,1,8,test,,,,,,132,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280818,KWS341,,plot,283452,CC_Urb_21-231,1,2,231,1,9,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280854,OH17-124-70,,plot,283484,CC_Urb_21-232,1,2,232,2,9,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282816,20PU-0082,,plot,283427,CC_Urb_21-233,1,2,233,3,9,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281190,MI18R1605,,plot,283532,CC_Urb_21-234,1,2,234,4,9,test,,,,,,133,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283367,P2138,,plot,283605,CC_Urb_21-235,1,2,235,5,9,test,,,,,,138,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84759,07-20728,IL07-20728,plot,283617,CC_Urb_21-236,1,2,236,6,9,check,,,,,,136,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283354,P2125,,plot,283654,CC_Urb_21-237,1,2,237,7,9,test,,,,,,135,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281179,10523RA1-21-42,,plot,283520,CC_Urb_21-238,1,2,238,8,9,test,,,,,,135,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100222,OH15-191-52,,plot,283570,CC_Urb_21-239,1,2,239,9,9,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282817,20PU-0094,,plot,283446,CC_Urb_21-240,1,2,240,10,9,test,,,,,,137,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282723,MI18W0286,,plot,283562,CC_Urb_21-241,1,2,241,10,10,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282728,P2117,,plot,283476,CC_Urb_21-242,1,2,242,9,10,test,,,,,,132,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283344,P2114,,plot,283644,CC_Urb_21-243,1,2,243,8,10,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",93422,05247A1-7-3-98,,plot,283554,CC_Urb_21-244,1,2,244,7,10,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240706,DH15SRW67-151,,plot,283398,CC_Urb_21-245,1,2,245,6,10,test,,,,,,140,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",94122,0762A1-2-8,,plot,283588,CC_Urb_21-246,1,2,246,5,10,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283356,P2127,,plot,283576,CC_Urb_21-247,1,2,247,4,10,test,,,,,,138,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283364,P2135,,plot,283386,CC_Urb_21-248,1,2,248,3,10,test,,,,,,134,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100570,Pio 25R74,25R74,plot,283394,CC_Urb_21-249,1,2,249,2,10,check,,,,,,136,35.0000189
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282722,MI18W0200,,plot,283478,CC_Urb_21-250,1,2,250,1,10,test,,,,,,130,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282726,P2106,,plot,283471,CC_Urb_21-301,1,3,301,1,11,test,,,,,,139,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283368,P2139,,plot,283431,CC_Urb_21-302,1,3,302,2,11,test,,,,,,139,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84723,MO080104,,plot,283416,CC_Urb_21-303,1,3,303,3,11,test,,,,,,134,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283353,P2124,,plot,283475,CC_Urb_21-304,1,3,304,4,11,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84955,Branson,,plot,283442,CC_Urb_21-305,1,3,305,5,11,test,,,,,,133,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283349,P2120,,plot,283389,CC_Urb_21-306,1,3,306,6,11,test,,,,,,140,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280814,DH15SRW65-53,,plot,283516,CC_Urb_21-307,1,3,307,7,11,test,,,,,,137,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281189,MI18R0875,,plot,283607,CC_Urb_21-308,1,3,308,8,11,test,,,,,,133,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281191,NS16VW516463,,plot,283572,CC_Urb_21-309,1,3,309,9,11,test,,,,,,135,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282728,P2117,,plot,283599,CC_Urb_21-310,1,3,310,10,11,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84968,IL07-19334,IL07-19334,plot,283619,CC_Urb_21-311,1,3,311,10,12,test,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283360,P2131,,plot,283511,CC_Urb_21-312,1,3,312,9,12,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283355,P2126,,plot,283401,CC_Urb_21-313,1,3,313,8,12,test,,,,,,136,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240706,DH15SRW67-151,,plot,283567,CC_Urb_21-314,1,3,314,7,12,test,,,,,,140,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282727,P2112,,plot,283499,CC_Urb_21-315,1,3,315,6,12,test,,,,,,140,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84789,Kaskaskia,,plot,283399,CC_Urb_21-316,1,3,316,5,12,check,,,,,,135,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",94122,0762A1-2-8,,plot,283637,CC_Urb_21-317,1,3,317,4,12,test,,,,,,136,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283372,P2143,,plot,283668,CC_Urb_21-318,1,3,318,3,12,test,,,,,,132,40.0000216
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100842,US16-IL-061-029,,plot,283450,CC_Urb_21-319,1,3,319,2,12,test,,,,,,132,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240887,X11-0357-24-13-5,,plot,283397,CC_Urb_21-320,1,3,320,1,12,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281195,X12-3010-4-4-1,,plot,283598,CC_Urb_21-321,1,3,321,1,13,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282730,X12-3035-50-3-3,,plot,283464,CC_Urb_21-322,1,3,322,2,13,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283347,P2118,,plot,283671,CC_Urb_21-323,1,3,323,3,13,test,,,,,,135,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283361,P2132,,plot,283627,CC_Urb_21-324,1,3,324,4,13,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84789,Kaskaskia,,plot,283548,CC_Urb_21-325,1,3,325,5,13,check,,,,,,137,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282823,X12-3035-50-6-5,,plot,283527,CC_Urb_21-326,1,3,326,6,13,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",96907,IL16-36206,IL16-36206,plot,283402,CC_Urb_21-327,1,3,327,7,13,test,,,,,,132,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281181,20-UMD-18,,plot,283483,CC_Urb_21-328,1,3,328,8,13,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84759,07-20728,IL07-20728,plot,283411,CC_Urb_21-329,1,3,329,9,13,check,,,,,,135,38.00002052
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280856,OH17-206-73,,plot,283421,CC_Urb_21-330,1,3,330,10,13,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281188,LES19-7191,,plot,283613,CC_Urb_21-331,1,3,331,10,14,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240786,OH16-167-76,,plot,283596,CC_Urb_21-332,1,3,332,9,14,test,,,,,,133,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280857,OH17-21-11,,plot,283666,CC_Urb_21-333,1,3,333,8,14,test,,,,,,134,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",283345,P2115,,plot,283630,CC_Urb_21-334,1,3,334,7,14,test,,,,,,137,28.00001512
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281194,TWR 09052,,plot,283546,CC_Urb_21-335,1,3,335,6,14,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282725,P2105,,plot,283638,CC_Urb_21-336,1,3,336,5,14,test,,,,,,138,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282721,MI18W0144,,plot,283441,CC_Urb_21-337,1,3,337,4,14,test,,,,,,137,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240447,16VDH-SRW03-023,,plot,283392,CC_Urb_21-338,1,3,338,3,14,test,,,,,,137,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282820,MI18R1607,,plot,283526,CC_Urb_21-339,1,3,339,2,14,test,,,,,,135,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",280867,X12-3114-65-7-1,,plot,283560,CC_Urb_21-340,1,3,340,1,14,test,,,,,,134,32.00001728
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281184,ARDH13216-12,,plot,283488,CC_Urb_21-341,1,3,341,1,15,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",84801,IL07-4415,IL07-4415,plot,283433,CC_Urb_21-342,1,3,342,2,15,check,,,,,,132,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",240787,OH16-168-48,,plot,283387,CC_Urb_21-343,1,3,343,3,15,test,,,,,,133,30.0000162
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",97161,IL17-23904,,plot,283509,CC_Urb_21-344,1,3,344,4,15,test,,,,,,134,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",99368,MI16R0898,,plot,283521,CC_Urb_21-345,1,3,345,5,15,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",282822,X11-0414-116-11-3,,plot,283556,CC_Urb_21-346,1,3,346,6,15,test,,,,,,135,34.00001836
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",281185,ARDH14002-22-0260N,,plot,283602,CC_Urb_21-347,1,3,347,7,15,test,,,,,,137,36.00001944
2021,326,University of Illinois,Wheat breeding program at the University of Illinois,1273,CC_Urb_21,"Combined Cooperative Trial at Urbana, IL [2021]",p-rep,,,,,,2020-September-30,,26,"Urbana, IL",100570,Pio 25R74,25R74,plot,283432,CC_Urb_21-348,1,3,348,8,15,test,,,,,,136,34.00001836
